Price,Adj Close,Close,High,Low,Open,Volume
Ticker,BARC.L,BARC.L,BARC.L,BARC.L,BARC.L,BARC.L
Date,,,,,,
2014-01-02,270.1837158203125,271.04998779296875,274.6510009765625,268.3500061035156,273.0,30563664
2014-01-03,271.9778747558594,272.8500061035156,273.9100036621094,270.3999938964844,271.25,23678963
2014-01-06,276.61309814453125,277.5,278.6669921875,271.20001220703125,271.54998779296875,47008835
2014-01-07,280.0520324707031,280.95001220703125,282.77801513671875,275.0,276.95001220703125,44374624
2014-01-08,282.7933044433594,283.70001220703125,285.8999938964844,281.25,282.3500061035156,45068534
2014-01-09,283.4909973144531,284.3999938964844,289.71099853515625,282.4779968261719,283.8999938964844,57522092
2014-01-10,282.6935119628906,283.6000061035156,287.1369934082031,282.1990051269531,286.0,66050186
2014-01-13,290.76763916015625,291.70001220703125,294.25,286.5,286.5,57764266
2014-01-14,290.8175048828125,291.75,293.15399169921875,286.1499938964844,287.6000061035156,39872294
2014-01-15,295.5523681640625,296.5,298.031005859375,292.3500061035156,293.29998779296875,53319972
2014-01-16,289.5216369628906,290.45001220703125,298.1319885253906,287.3999938964844,297.3999938964844,57678913
2014-01-17,287.6775817871094,288.6000061035156,293.0,286.5,291.3999938964844,55284460
2014-01-20,281.8961181640625,282.79998779296875,286.38299560546875,282.20001220703125,284.5,41065602
2014-01-21,279.703125,280.6000061035156,285.6189880371094,279.9320068359375,283.0,49783378
2014-01-22,277.3107604980469,278.20001220703125,283.79998779296875,277.4939880371094,281.6000061035156,39777422
2014-01-23,278.0085144042969,278.8999938964844,284.54901123046875,277.21099853515625,278.0,45229210
2014-01-24,271.3797912597656,272.25,280.885986328125,270.8389892578125,279.29998779296875,69520979
2014-01-27,268.48907470703125,269.3500061035156,275.72698974609375,268.04400634765625,272.0,48145653
2014-01-28,272.4263916015625,273.29998779296875,274.6449890136719,270.07501220703125,271.95001220703125,36437032
2014-01-29,274.0711975097656,274.95001220703125,284.79998779296875,268.79998779296875,281.95001220703125,87001052
2014-01-30,274.17083740234375,275.04998779296875,275.8999938964844,271.6000061035156,275.0,35619563
2014-01-31,271.6289367675781,272.5,274.3999938964844,267.54998779296875,274.3500061035156,49273966
2014-02-03,264.8507995605469,265.70001220703125,272.9649963378906,265.04998779296875,270.8500061035156,44833380
2014-02-04,263.7044677734375,264.54998779296875,268.1000061035156,263.0,264.3500061035156,45437421
2014-02-05,264.10321044921875,264.95001220703125,268.0920104980469,261.04998779296875,263.3500061035156,36873210
2014-02-06,269.0871276855469,269.95001220703125,271.1499938964844,265.04998779296875,266.8999938964844,44691998
2014-02-07,270.8316345214844,271.70001220703125,273.45001220703125,269.5,271.45001220703125,39727546
2014-02-10,274.1210021972656,275.0,277.3699951171875,271.3999938964844,272.79998779296875,51686518
2014-02-11,263.8539123535156,264.70001220703125,278.0,255.5,276.95001220703125,162028681
2014-02-12,259.6175231933594,260.45001220703125,271.5159912109375,259.75,264.70001220703125,58225865
2014-02-13,255.58047485351562,256.3999938964844,260.875,251.10000610351562,260.29998779296875,107515456
2014-02-14,252.19134521484375,253.0,258.7179870605469,252.8000030517578,257.54998779296875,61058330
2014-02-17,255.23159790039062,256.04998779296875,257.4070129394531,253.0,253.0,72624243
